model_id,model,model_tier,headline_eligible,appendix_only,purpose,estimator,nobs,within_r2,slope_adjusted_within_r2,r_squared,adj_r_squared,r2_adj_r2_gap,gap_rank,selected_by_low_gap,headline_selection_allowed
M4_real_interest_robustness,M4 - Real-rate channel,headline,True,False,Thay proxy lãi suất bằng real interest rate,"Two-way FE, Driscoll-Kraay SE",96.0,0.21728521497183773,0.16451792609353466,0.30999493728918515,0.06356455774960834,0.2464303795395768,1,True,True
M1_baseline_liquidity,M1 - Baseline liquidity,headline,True,False,Kiểm tra kênh cung tiền,"Two-way FE, Driscoll-Kraay SE",112.0,-0.011380527177954125,-0.05908715581842361,0.08277331115686248,-0.18386235420451458,0.26663566536137706,2,True,True
