variable,vif
broad_money_pct_gdp,11.132491632536253
ln_gdppc,10.901633982612102
trade_pct_gdp,7.011965689931622
deposit_interest_rate_pct,2.279371458436773
xr_dep_pct,1.2592636601687754
inflation_gdp_deflator_pct,1.205560427918975
