specification,variable,vif
drop_trade_pct_gdp,ln_tourism_arrivals,809.36039782649
drop_trade_pct_gdp,ln_population_total,400.4385532225657
drop_trade_pct_gdp,ln_gdppc,301.51726541857363
drop_trade_pct_gdp,hc_human_capital_index,183.1228441246208
drop_trade_pct_gdp,broad_money_pct_gdp,22.500998957784287
drop_trade_pct_gdp,deposit_interest_rate_pct,6.743516157821164
drop_trade_pct_gdp,inflation_gdp_deflator_pct,2.596587936348787
drop_trade_pct_gdp,xr_dep_pct,1.1224551314720184
