variable,vif
hc_human_capital_index,329.28913091686525
ln_gdppc,254.29756743453765
broad_money_pct_gdp,26.24341583421158
trade_pct_gdp,7.382863044813546
real_interest_rate_pct,1.6512257816222085
xr_dep_pct,1.2373719845138687
