model_id,test_model,condition_number,breusch_pagan_lm_stat,breusch_pagan_lm_p_value,breusch_pagan_f_stat,breusch_pagan_f_p_value,white_lm_stat,white_lm_p_value,white_f_stat,white_f_p_value,pesaran_cd_stat,pesaran_cd_p_value,pesaran_cd_country_pairs,pesaran_cd_min_pair_years,pesaran_cd_max_pair_years,main_estimator,main_covariance_type,random_effects_available,re_failure_reason
M1_baseline_liquidity,pooled_ols,2148.215315625522,32.27653162038483,5.23719334603199e-06,7.415128255477249,2.074747452696425e-06,60.42322406164682,6.123512278569136e-06,3.8227933174101394,5.365035221272479e-07,-1.7715477423078347,0.0764696608971109,45,7,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M2_main_monetary_policy,pooled_ols,2952.5645167178277,48.03773801625624,1.1612784020158756e-08,10.4589208288438,6.650004204665612e-10,57.14003214332421,0.0006173687089234,2.610202601843789,0.0001220015197003,-1.653620921915535,0.0982045589911921,36,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M3_lagged_main_model,pooled_ols,2982.186021385822,46.56873613860623,2.2807981689010205e-08,10.116037251079026,1.483222270786791e-09,65.31520697893725,5.089525503362623e-05,3.2273254890319656,2.9027972248180768e-06,-1.2726353442269147,0.2031474705456686,36,8,22,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M4_real_interest_robustness,pooled_ols,2860.053821495828,37.537848588898235,1.382947443265046e-06,7.656360694794101,2.8222681771651565e-07,66.0460071086221,4.0345067319272865e-05,3.3082395426373292,1.8861046358221929e-06,-2.24610002146423,0.0246976019825253,35,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M5_lending_rate_robustness,pooled_ols,3241.8257061799404,46.518862005789025,2.3335977942960657e-08,10.42952704467026,1.0829188564873454e-09,55.30984413260453,0.0010487890552017,2.577838900280852,0.0001966713769853,-1.3286843706026907,0.1839521234641206,28,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M6_tourism_robustnessa_from_M4_real_interest_robustness,pooled_ols,3541.5010103811105,45.130379554947346,1.2901727023448926e-07,8.513199140039825,8.687729150920492e-09,58.71051947144922,0.0072677557033034,2.0498728275897515,0.0021136233757607,-1.240768198289284,0.2146913924580267,28,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,False,float division by zero
M6_tourism_robustnessb_from_M2_main_monetary_policy,pooled_ols,3041.5806130830824,45.44693525778097,1.1198423490303832e-07,8.272834917726405,1.0586233082130169e-08,60.301956790933765,0.0049671852678136,2.066962613676706,0.0015077419087304,-1.6758470003722108,0.0937681652324957,36,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M7_human_capital_robustnessa_from_M4_real_interest_robustness,pooled_ols,4330.526192606356,45.62254759480258,1.0351981055571456e-07,8.642750550466127,6.437480696843897e-09,56.70730292283949,0.0115649900568956,1.941900895682522,0.0041655582949451,-1.2814029090982677,0.2000521828870791,28,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,False,float division by zero
M7_human_capital_robustnessb_from_M2_main_monetary_policy,pooled_ols,2953.772016405727,51.52612371666415,7.238638991940953e-09,9.816464832535376,2.7193980422535627e-10,68.68294499666435,0.0005752520808001,2.528357263789718,6.255007167616318e-05,-1.63648154130754,0.101738845803353,36,8,23,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
