specification,variable,vif
drop_hc_human_capital_index,ln_tourism_arrivals,409.8848393480302
drop_hc_human_capital_index,ln_population_total,202.40526155296607
drop_hc_human_capital_index,ln_gdppc,117.65349526857007
drop_hc_human_capital_index,broad_money_pct_gdp,17.15293415450074
drop_hc_human_capital_index,trade_pct_gdp,8.778200811161938
drop_hc_human_capital_index,deposit_interest_rate_pct,4.4194486700546385
drop_hc_human_capital_index,inflation_gdp_deflator_pct,1.9013045580225432
drop_hc_human_capital_index,xr_dep_pct,1.3095056931627895
