variable,vif
ln_gdppc,179.50110587495882
hc_human_capital_index,153.3745507181433
inflation_gdp_deflator_pct,8.812596784875169
real_interest_rate_pct,7.646837252186435
trade_pct_gdp,4.647617171766832
broad_money_growth_pct,3.9619794704139224
xr_dep_pct,1.096373402042768
