variable,vif
ln_gdppc,667.9396274802226
ln_tourism_arrivals,630.972426002878
inflation_gdp_deflator_pct,9.09679004377692
real_interest_rate_pct,7.7897487579230305
trade_pct_gdp,4.050754273894599
broad_money_growth_pct,3.33473985633744
xr_dep_pct,1.0981931397122722
