,broad_money_pct_gdp,deposit_interest_rate_pct,trade_pct_gdp,inflation_gdp_deflator_pct,ln_gdppc,xr_dep_pct,ln_population_total,ln_tourism_arrivals,hc_human_capital_index
broad_money_pct_gdp,1.0,-0.3000459215424238,0.5909043381359055,-0.21385563170736177,0.5535070329767249,-0.14154569679024367,0.10641888856586823,0.6185745653109038,0.704939683233075
deposit_interest_rate_pct,-0.3000459215424238,1.0,-0.3311585194027731,0.25425712954157975,-0.46519539142443406,0.2090094365378704,0.6152258359642533,0.07186181517648788,-0.46862686778423635
trade_pct_gdp,0.5909043381359055,-0.3311585194027731,1.0,-0.046538122619143606,0.6457050540325852,-0.14901724026822447,-0.23403931044438375,0.27660855021634684,0.5028816788687238
inflation_gdp_deflator_pct,-0.21385563170736177,0.25425712954157975,-0.046538122619143606,1.0,-0.1790408798182229,0.014746668585592966,0.04058952571504169,-0.1585878448103286,-0.21577449227182224
ln_gdppc,0.5535070329767249,-0.46519539142443406,0.6457050540325852,-0.1790408798182229,1.0,-0.12304882972300737,-0.33802647544351055,0.5325675562572917,0.8268258367777337
xr_dep_pct,-0.14154569679024367,0.2090094365378704,-0.14901724026822447,0.014746668585592966,-0.12304882972300737,1.0,0.0677443291820469,-0.0862215693938826,-0.1675176542778635
ln_population_total,0.10641888856586823,0.6152258359642533,-0.23403931044438375,0.04058952571504169,-0.33802647544351055,0.0677443291820469,1.0,0.5330521239772713,-0.14387873974924995
ln_tourism_arrivals,0.6185745653109038,0.07186181517648788,0.27660855021634684,-0.1585878448103286,0.5325675562572917,-0.0862215693938826,0.5330521239772713,1.0,0.6304044177286899
hc_human_capital_index,0.704939683233075,-0.46862686778423635,0.5028816788687238,-0.21577449227182224,0.8268258367777337,-0.1675176542778635,-0.14387873974924995,0.6304044177286899,1.0
