variable,vif
ln_gdppc,7.176973809351371
deposit_interest_rate_pct,4.365168388646567
trade_pct_gdp,4.0493072493695355
broad_money_growth_pct,3.7908327707530285
inflation_gdp_deflator_pct,1.815445162803177
xr_dep_pct,1.1203232564558403
