,broad_money_growth_pct,deposit_interest_rate_pct,inflation_gdp_deflator_pct,trade_pct_gdp,ln_gdppc,xr_dep_pct
broad_money_growth_pct,1.0,0.43340908319108595,0.3170911835665883,-0.12814726534507592,-0.3653765106659413,0.1185671974398068
deposit_interest_rate_pct,0.43340908319108595,1.0,0.513738984611319,-0.4249818635937786,-0.0276992309173927,0.11819107350505735
inflation_gdp_deflator_pct,0.3170911835665883,0.513738984611319,1.0,-0.12517390850169038,-0.10674617174579328,-0.01185752854788014
trade_pct_gdp,-0.12814726534507592,-0.4249818635937786,-0.12517390850169038,1.0,0.18009932265688666,-0.1700227931781002
ln_gdppc,-0.3653765106659413,-0.0276992309173927,-0.10674617174579328,0.18009932265688666,1.0,0.008523239954680142
xr_dep_pct,0.1185671974398068,0.11819107350505735,-0.01185752854788014,-0.1700227931781002,0.008523239954680142,1.0
