variable,missing_count,missing_share
real_interest_rate_pct,37,0.24025974025974026
broad_money_pct_gdp,21,0.13636363636363635
trade_pct_gdp,14,0.09090909090909091
xr_dep_pct,11,0.07142857142857142
fdi_pct_gdp,0,0.0
ln_gdppc,0,0.0
