model_id,variable,vif
M7a_human_capital_robustness_from_M2,ln_gdppc,207.31832181016003
M7a_human_capital_robustness_from_M2,hc_human_capital_index,186.24731290067803
M7a_human_capital_robustness_from_M2,deposit_interest_rate_pct,5.76350215585745
M7a_human_capital_robustness_from_M2,trade_pct_gdp,4.664794010803423
M7a_human_capital_robustness_from_M2,broad_money_growth_pct,4.128730635125303
M7a_human_capital_robustness_from_M2,inflation_gdp_deflator_pct,1.8469815776016545
M7a_human_capital_robustness_from_M2,xr_dep_pct,1.122506939424053
