model_id,estimator,term,coef,std_error,t_stat,p_value,ci_low,ci_high
M1_baseline_liquidity,pooled_ols,Intercept,-9.659300515822832,5.201671680629927,-1.856960821228356,0.0633167283205484,-19.854389669259422,0.5357886376137593
M1_baseline_liquidity,pooled_ols,broad_money_growth_pct,0.0848504721003699,0.0256895190179618,3.3029217884944972,0.0009568307067018,0.0344999400450079,0.135201004155732
M1_baseline_liquidity,pooled_ols,inflation_gdp_deflator_pct,-0.0306541933134161,0.0227409937825054,-1.347970700251378,0.1776678065650964,-0.0752257220997761,0.0139173354729438
M1_baseline_liquidity,pooled_ols,trade_pct_gdp,0.0557318388736161,0.0061500099350153,9.062072982403633,1.2799451184909466e-19,0.0436780408964226,0.0677856368508096
M1_baseline_liquidity,pooled_ols,ln_gdppc,0.2451020917200567,0.2131395991716116,1.1499603671615712,0.25016019532403,-0.1726438463356053,0.6628480297757187
M1_baseline_liquidity,pooled_ols,xr_dep_pct,0.0020065070732402,0.0368971527425377,0.0543810815767105,0.9566315512632068,-0.0703105834342069,0.0743235975806874
M1_baseline_liquidity,fixed_effects,Intercept,-0.7260745909341969,45.399831261037235,-0.0159928918404884,0.9872585984626172,-90.33863001999492,88.88648083812652
M1_baseline_liquidity,fixed_effects,broad_money_growth_pct,0.045968704754652,0.0235668632123305,1.950565263628318,0.0527339286396046,-0.0005487993250715,0.0924862088343756
M1_baseline_liquidity,fixed_effects,inflation_gdp_deflator_pct,-0.0195024180927271,0.0234785489734456,-0.8306483554322054,0.4073238358168294,-0.0658456029204309,0.0268407667349767
M1_baseline_liquidity,fixed_effects,trade_pct_gdp,-0.0013866297646025,0.0189611815201378,-0.0731299240572059,0.941787702791431,-0.0388131990442131,0.0360399395150079
M1_baseline_liquidity,fixed_effects,ln_gdppc,0.2059099657592671,1.8657893430178287,0.1103607792218478,0.9122519211625564,-3.4768823767670742,3.888702308285609
M1_baseline_liquidity,fixed_effects,xr_dep_pct,0.0153086110744702,0.0377026996809432,0.4060348782452829,0.6852216660194927,-0.0591109444863748,0.0897281666353153
M1_baseline_liquidity,fixed_effects_driscoll_kraay,Intercept,-0.7260745909341969,37.845891381344856,-0.0191850307770025,0.9847157361013956,-75.42826940027001,73.9761202184016
M1_baseline_liquidity,fixed_effects_driscoll_kraay,broad_money_growth_pct,0.045968704754652,0.0277491369654576,1.6565814213203909,0.0994272136762157,-0.0088039894460809,0.100741398955385
M1_baseline_liquidity,fixed_effects_driscoll_kraay,inflation_gdp_deflator_pct,-0.0195024180927271,0.0575731521495127,-0.3387415377584495,0.7352176185689552,-0.1331433093673984,0.0941384731819442
M1_baseline_liquidity,fixed_effects_driscoll_kraay,trade_pct_gdp,-0.0013866297646025,0.012305061420304,-0.1126877564637393,0.9104095189206358,-0.0256750019447727,0.0229017424155675
M1_baseline_liquidity,fixed_effects_driscoll_kraay,ln_gdppc,0.2059099657592671,1.5284322966125072,0.1347197165459204,0.8929910021279697,-2.810989438827322,3.222809370345857
M1_baseline_liquidity,fixed_effects_driscoll_kraay,xr_dep_pct,0.0153086110744702,0.0271993932711373,0.5628291382041604,0.5742841228223883,-0.0383789703425653,0.0689961924915057
M1_baseline_liquidity,random_effects,Intercept,-22.068256358581564,11.345198844504118,-1.9451625891309916,0.0531365152112524,-44.43779875983189,0.3012860426687638
M1_baseline_liquidity,random_effects,broad_money_growth_pct,0.0623666608004896,0.0107647198215681,5.793616725214917,2.5964602246020263e-08,0.0411416598298986,0.0835916617710807
M1_baseline_liquidity,random_effects,inflation_gdp_deflator_pct,-0.0136494536365098,0.0222422933589232,-0.6136711451579643,0.5401196927031959,-0.0575050026853047,0.0302060954122851
M1_baseline_liquidity,random_effects,trade_pct_gdp,0.0265174851696305,0.0056382166471213,4.703168897060602,4.728031354650497e-06,0.0154005071347929,0.0376344632044681
M1_baseline_liquidity,random_effects,ln_gdppc,0.9135163605955132,0.4943850591369274,1.847783106937504,0.0660886424014066,-0.0612719789024295,1.8883047000934563
M1_baseline_liquidity,random_effects,xr_dep_pct,-0.0117414129526908,0.0291824857412156,-0.4023445109101167,0.687853836760902,-0.0692810701335993,0.0457982442282176
M2_main_monetary_policy,pooled_ols,Intercept,-6.652140046233428,7.339154139928499,-0.906390562100694,0.3647291664496943,-21.036617837481323,7.732337745014466
M2_main_monetary_policy,pooled_ols,broad_money_growth_pct,0.1072492230784226,0.0219775592395799,4.87994239529906,1.061168310374552e-06,0.0641739985007504,0.1503244476560948
M2_main_monetary_policy,pooled_ols,deposit_interest_rate_pct,-0.1907214097165327,0.1736381382072819,-1.0983843278073937,0.2720367029145468,-0.5310459069453937,0.1496030875123282
M2_main_monetary_policy,pooled_ols,inflation_gdp_deflator_pct,0.0174315713607789,0.044378864192232,0.3927899390410744,0.6944746361641967,-0.06954940413079,0.1044125468523478
M2_main_monetary_policy,pooled_ols,trade_pct_gdp,0.0541138995734234,0.0061732049156584,8.76593281978413,1.8523645784605924e-18,0.0420146402695471,0.0662131588772996
M2_main_monetary_policy,pooled_ols,ln_gdppc,0.1453620325774759,0.3050044948753757,0.4765898044777032,0.6336542449116137,-0.4524357925010919,0.7431598576560438
M2_main_monetary_policy,pooled_ols,xr_dep_pct,0.025678510795396,0.0466605610496468,0.5503258044427323,0.582095928337947,-0.0657745083603441,0.1171315299511362
