model_id,test_model,condition_number,breusch_pagan_lm_stat,breusch_pagan_lm_p_value,breusch_pagan_f_stat,breusch_pagan_f_p_value,white_lm_stat,white_lm_p_value,white_f_stat,white_f_p_value,pesaran_cd_stat,pesaran_cd_p_value,pesaran_cd_country_pairs,pesaran_cd_min_pair_years,pesaran_cd_max_pair_years,main_estimator,main_covariance_type,random_effects_available,re_failure_reason
M1_baseline_liquidity,pooled_ols,1421.046949050435,10.833296723821379,0.054787254183989866,2.2701727258823485,0.05270913424508205,55.79381604844469,3.122119255379488e-05,4.516618015541306,3.2207281849867824e-07,-0.7391586116425858,0.45981068966151906,36,10,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M2_main_monetary_policy,pooled_ols,1737.556080203904,14.025292836942782,0.02935490144037416,2.5378784621232646,0.025806108506230035,59.206911175585404,0.00033481118197583465,4.052763901709886,1.5589240327568167e-06,-1.0877099429296286,0.27672317691125237,28,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M3_lagged_main_model,pooled_ols,1768.2824559080357,10.791810253878754,0.09502787059969763,1.8836647982272765,0.09307583303028773,41.84132495429634,0.03412001410622102,1.9860128072191416,0.013198189089452679,0.2488716322582816,0.8034600791978124,28,9,12,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M4_real_interest_robustness,pooled_ols,2338.8574833542025,34.35649242244483,5.740750882517701e-06,8.267234041234566,4.027334688229023e-07,75.55933380904305,1.7457695483394196e-06,9.309754372349467,5.964918965600597e-14,-1.9352284212146902,0.052962271536618255,28,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M5_lending_rate_robustness,pooled_ols,3249.146978946863,12.039976361905868,0.061082899901426936,2.1271192522696363,0.057867794267023556,74.89029123717698,2.19137743588886e-06,8.934873875202253,1.6024780396363577e-13,-2.4281871271083504,0.015174511590990036,28,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M6a_tourism_robustness_from_M2,pooled_ols,1914.2758109005567,18.99821404168142,0.008192937505789049,3.1016772901733938,0.005695611270094681,65.01124791041882,0.0015236375934793598,3.5963969519827215,6.560793954919147e-06,-0.7333602201063062,0.46333875479514264,28,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,False,float division by zero
M6b_tourism_robustness_from_M4,pooled_ols,3028.327639737158,40.16929107999543,1.1682741836311725e-06,9.044939305725803,2.2885545284133448e-08,78.88002766371116,3.127785331797589e-05,7.89854690826415,2.519158847571893e-12,-1.8501767904576312,0.06428807299357908,28,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,False,float division by zero
M7a_human_capital_robustness_from_M2,pooled_ols,4050.1131265163276,24.791900068395844,0.000826012375689629,4.563411295763493,0.0002749532022549984,48.70222602254734,0.06177794704452492,1.9068331411366441,0.01961740442772451,-1.5886280028623787,0.1121444022060345,21,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
M7b_human_capital_robustness_from_M4,pooled_ols,4179.066994573141,27.238925608102836,0.0003018361346706779,5.233859546253591,6.81366066576404e-05,48.90936121078419,0.05939383262817732,1.9265783038145425,0.018115568541440995,-1.6667445785127708,0.09556520465696394,21,9,13,fixed_effects_driscoll_kraay,Driscoll-Kraay kernel Bartlett,True,
