specification,variable,vif
original_full_spec,ln_tourism_arrivals,1126.7554612176664
original_full_spec,ln_gdppc,663.9979460569256
original_full_spec,ln_population_total,461.02576344489137
original_full_spec,hc_human_capital_index,320.9779841605858
original_full_spec,broad_money_pct_gdp,42.12350746024436
original_full_spec,trade_pct_gdp,12.470865806433398
original_full_spec,deposit_interest_rate_pct,6.199478326737093
original_full_spec,inflation_gdp_deflator_pct,2.6962088506450206
original_full_spec,xr_dep_pct,1.3207246445953262
