specification,variable,vif
drop_ln_gdppc,ln_tourism_arrivals,386.7269094673787
drop_ln_gdppc,ln_population_total,263.59445695057417
drop_ln_gdppc,hc_human_capital_index,89.48182333782486
drop_ln_gdppc,broad_money_pct_gdp,20.05201054416302
drop_ln_gdppc,trade_pct_gdp,7.161441073396528
drop_ln_gdppc,deposit_interest_rate_pct,6.186092347938891
drop_ln_gdppc,inflation_gdp_deflator_pct,2.3197884228443866
drop_ln_gdppc,xr_dep_pct,1.3207246407046296
