variable,coefficient,std_error,t_stat,p_value,ci_low,ci_high
Intercept,-5.018919662956976,27.43453840627884,-0.1829416478102039,0.8554046194481058,-59.79374289531396,49.75590356940001
broad_money_pct_gdp_lag1,0.056516466522606716,0.06161514549981715,0.9172495831041158,0.3623515884135544,-0.06650214065089785,0.17953507369611127
deposit_interest_rate_pct_lag1,-0.02413543465222104,0.4671950615948038,-0.05166029488803457,0.9589554131757616,-0.9569204713426398,0.9086496020381978
inflation_gdp_deflator_pct_lag1,0.09999895890049135,0.05484242980226879,1.8233867328824016,0.07277347250723731,-0.009497485091608374,0.20949540289259105
trade_pct_gdp_lag1,-0.021950764988643512,0.029175259424997678,-0.7523760001200147,0.4545000301922706,-0.08020104987029694,0.036299519893009925
ln_gdppc_lag1,0.7934007726236818,3.0340700452257297,0.26149718391377946,0.7945234485233075,-5.264315524283041,6.851117069530404
xr_dep_pct_lag1,-0.0007344046440459153,0.1090994756197708,-0.006731513968091225,0.9946493752846766,-0.2185585357928355,0.21708972650474365
