variable,coefficient,std_error,t_stat,p_value,ci_low,ci_high
Intercept,34.956835259732905,30.567837130930585,1.143582226966305,0.2567490035970317,-26.024331274361835,95.93800179382765
inflation_gdp_deflator_pct,0.030207502779100035,0.08480889638918757,0.3561831843734644,0.7227901696539991,-0.13898161623281444,0.1993966217910145
trade_pct_gdp,-0.04014789116696052,0.025108696033185513,-1.59896360662848,0.11439817608517533,-0.09023836919768524,0.009942586863764202
ln_gdppc,-1.6354419795456951,2.4853552281196496,-0.6580314801852389,0.5127074166167505,-6.593589996795792,3.3227060377044015
xr_dep_pct,0.07237737367769333,0.08190324936875688,0.8836935559397069,0.3799303934142384,-0.09101513813289296,0.2357698854882796
broad_money_pct_gdp,0.08989872487677339,0.08539527515028497,1.0527365210611819,0.29613449696366856,-0.08046018775610861,0.26025763750965536
deposit_interest_rate_pct,-0.20755665832082693,0.31585983155916103,-0.6571163458685985,0.5132920621448602,-0.8376797811063196,0.4225664644646657
ln_tourism_arrivals,-1.224767122010225,1.2233490106479792,-1.001159204241719,0.320247970016591,-3.665281621878386,1.215747377857936
