variable,missing_count,missing_share
ln_tourism_arrivals,41,0.2662337662337662
deposit_interest_rate_pct,22,0.1428571428571428
broad_money_pct_gdp,21,0.1363636363636363
trade_pct_gdp,21,0.1363636363636363
hc_human_capital_index,14,0.0909090909090909
xr_dep_pct,14,0.0909090909090909
fdi_pct_gdp,0,0.0
inflation_gdp_deflator_pct,0,0.0
ln_gdppc,0,0.0
ln_population_total,0,0.0
