variable,missing_count,missing_share
real_interest_rate_pct,59,0.22348484848484848
broad_money_growth_pct,24,0.09090909090909091
ln_tourism_arrivals,24,0.09090909090909091
trade_pct_gdp,24,0.09090909090909091
xr_dep_pct,11,0.041666666666666664
fdi_pct_gdp,4,0.015151515151515152
inflation_gdp_deflator_pct,0,0.0
ln_gdppc,0,0.0
