variable,missing_count,missing_share
deposit_interest_rate_pct,22,0.1428571428571428
broad_money_pct_gdp,21,0.1363636363636363
trade_pct_gdp,21,0.1363636363636363
xr_dep_pct,14,0.0909090909090909
fdi_pct_gdp,0,0.0
inflation_gdp_deflator_pct,0,0.0
ln_gdppc,0,0.0
