variable,vif
ln_tourism_arrivals,111.52821264747826
ln_gdppc,90.00262729845257
broad_money_pct_gdp,14.411068463672304
trade_pct_gdp,7.88389325681328
deposit_interest_rate_pct,3.481207397870291
xr_dep_pct,1.263318350448237
inflation_gdp_deflator_pct,1.2055634758979177
